Ano Modelo,Cor,Código FIPE,Grupo,Modelo,Montadora,Pátio de Veículos,Situação,Unidade de Operação,Valor FIPE,Idade,Categoria
2023,PRATA,024264-0,KAPÔ PRÓPRIO,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ PRÓPRIO,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,,LOCADO,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,OFICINA,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM FLEXÍVEL,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,OFICINA,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ PRÓPRIO,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM FLEXÍVEL,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KM LIMITADO 5.000,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,EM DESMOBILIZAÇÃO,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ PRÓPRIO,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,,LOCADO,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ PRÓPRIO,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,RUA - RECOLHIMENTO,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,OFICINA,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KM FLEXÍVEL,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,,DISPONÍVEL PARA VENDA,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,RUA - RECOLHIMENTO,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KAPÔ GOLD,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRETA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KAPÔ GOLD - 3 MESES,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,BRANCA,024264-0,KM LIVRE,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
2023,PRATA,024264-0,KAPÔ PRÓPRIO,208 LIKE 1.0 FLEX 6V 5P MEC.,PEUGEOT,KAPÔ SEDE,DISPONÍVEL,KAPÔ,62374,3,AUTOMOVEL
