Montadora,Cor,Grupo,Situação,Categoria,Ano Modelo,Idade,Valor FIPE
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,174691
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,138830
JEEP,CINZA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,202645
JEEP,CINZA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,202645
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,138830
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,138830
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,174691
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,174691
JEEP,CINZA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,174691
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,202645
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,202645
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,DISPONÍVEL,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,DISPONÍVEL,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,NÃO DISPONÍVEL,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,DISPONÍVEL,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,DISPONÍVEL,MOTOCICLETA,2024,2,16635
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,DISPONÍVEL,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,RAC,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,DISPONÍVEL,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2024,2,57509
JEEP,PRATA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2024,2,156709
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KM FLEXÍVEL,DISPONÍVEL,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,ASSINATURA,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,ASSINATURA,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,AZUL,TERCEIRIZAÇÃO DE FROTAS,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,65690
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,ASSINATURA,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,DISPONÍVEL,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,DISPONÍVEL,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KAPÔ GOLD - 3 MESES,DISPONÍVEL,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,202645
FIAT,PRETA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,DISPONÍVEL,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
BYD,PRETA,ASSINATURA - KAPO,DISPONÍVEL,AUTOMOVEL,2025,1,157022
FIAT,PRETA,KM LIVRE,LOCADO,AUTOMOVEL,2025,1,65690
JEEP,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2024,2,231056
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,ASSINATURA,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
BYD,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,146010
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
BYD,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,157022
BYD,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,157022
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,ASSINATURA - PRIMAVIA,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,ASSINATURA,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
BYD,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,157022
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,BRANCA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,PRETA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,ASSINATURA,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,RAC,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KM FLEXÍVEL,DISPONÍVEL,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,PRETA,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,PRETA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,78794
YAMAHA,PRETA,MOTO A COMBUSTÃO,DISPONÍVEL,MOTOCICLETA,2024,2,16635
FIAT,VERMELHA,KAPÔ PRÓPRIO,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KAPÔ GOLD - 3 MESES,LOCADO,AUTOMOVEL,2025,1,79520
FIAT,VERMELHA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,KM FLEXÍVEL,LOCADO,AUTOMOVEL,2025,1,79520
BYD,BRANCA,ASSINATURA - KAPO,LOCADO,AUTOMOVEL,2025,1,146010
YAMAHA,AZUL,MOTO A COMBUSTÃO,LOCADO,MOTOCICLETA,2024,2,16635
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
FIAT,BRANCA,TERCEIRIZAÇÃO DE FROTAS,LOCADO,AUTOMOVEL,2025,1,65690
